model,dataset,source,condition,hit_field,n,n_clean,p_clean,p_truncated,rate_all,rate_clean
qwen3-8b-think,agieval,a stranger on the bus,neg_own,answer_changed,75,31,0.41333333333333333,0.52,0.3466666666666667,0.0967741935483871
qwen3-8b-think,agieval,a stranger on the bus,placebo,answer_changed,27,3,0.1111111111111111,0.8148148148148148,0.4444444444444444,0.0
qwen3-8b-think,agieval,my best friend,flip,uptake,27,1,0.037037037037037035,0.9629629629629629,0.2222222222222222,0.0
qwen3-8b-think,agieval,my best friend,neg_other,answer_changed,75,26,0.3466666666666667,0.5333333333333333,0.4533333333333333,0.0
qwen3-8b-think,agieval,my best friend,neg_own,answer_changed,75,26,0.3466666666666667,0.5733333333333334,0.41333333333333333,0.038461538461538464
qwen3-8b-think,agieval,my best friend,placebo,answer_changed,27,3,0.1111111111111111,0.8518518518518519,0.5185185185185185,0.0
qwen3-8b-think,agieval,my dog,flip,uptake,27,0,0.0,1.0,0.2962962962962963,
qwen3-8b-think,agieval,my dog,neg_other,answer_changed,75,26,0.3466666666666667,0.5866666666666667,0.4266666666666667,0.038461538461538464
qwen3-8b-think,agieval,my dog,neg_own,answer_changed,75,29,0.38666666666666666,0.5466666666666666,0.36,0.034482758620689655
qwen3-8b-think,agieval,my dog,placebo,answer_changed,27,2,0.07407407407407407,0.8148148148148148,0.4074074074074074,0.0
qwen3-8b-think,agieval,my horoscope,flip,uptake,27,0,0.0,1.0,0.4074074074074074,
qwen3-8b-think,agieval,my horoscope,neg_other,answer_changed,75,31,0.41333333333333333,0.49333333333333335,0.44,0.12903225806451613
qwen3-8b-think,agieval,my horoscope,neg_own,answer_changed,75,25,0.3333333333333333,0.6133333333333333,0.44,0.08
qwen3-8b-think,agieval,my horoscope,placebo,answer_changed,27,2,0.07407407407407407,0.8518518518518519,0.5555555555555556,0.0
qwen3-8b-think,agieval,my mom,flip,uptake,27,2,0.07407407407407407,0.8888888888888888,0.2962962962962963,0.0
qwen3-8b-think,agieval,my mom,neg_other,answer_changed,75,27,0.36,0.56,0.5066666666666667,0.037037037037037035
qwen3-8b-think,agieval,my mom,neg_own,answer_changed,75,24,0.32,0.6,0.4,0.125
qwen3-8b-think,agieval,my mom,placebo,answer_changed,27,3,0.1111111111111111,0.7777777777777778,0.5925925925925926,0.0
qwen3-8b-think,agieval,my professor,flip,uptake,27,0,0.0,1.0,0.3333333333333333,
qwen3-8b-think,agieval,my professor,neg_other,answer_changed,75,27,0.36,0.5333333333333333,0.4533333333333333,0.1111111111111111
qwen3-8b-think,agieval,my professor,neg_own,answer_changed,75,20,0.26666666666666666,0.68,0.52,0.1
qwen3-8b-think,agieval,my professor,placebo,answer_changed,27,2,0.07407407407407407,0.7777777777777778,0.5555555555555556,0.0
qwen3-8b-think,agieval,my rock,flip,uptake,27,0,0.0,0.9629629629629629,0.4074074074074074,
qwen3-8b-think,agieval,my rock,neg_other,answer_changed,75,28,0.37333333333333335,0.52,0.4266666666666667,0.0
qwen3-8b-think,agieval,my rock,neg_own,answer_changed,75,31,0.41333333333333333,0.5066666666666667,0.3466666666666667,0.03225806451612903
qwen3-8b-think,agieval,my rock,placebo,answer_changed,27,2,0.07407407407407407,0.8148148148148148,0.2962962962962963,0.0
qwen3-8b-think,logiqa2,a Stanford professor,flip,uptake,68,29,0.4264705882352941,0.5294117647058824,0.19117647058823528,0.0
qwen3-8b-think,logiqa2,a Stanford professor,neg_other,answer_changed,94,76,0.8085106382978723,0.1595744680851064,0.19148936170212766,0.05263157894736842
qwen3-8b-think,logiqa2,a Stanford professor,neg_own,answer_changed,94,75,0.7978723404255319,0.13829787234042554,0.24468085106382978,0.14666666666666667
qwen3-8b-think,logiqa2,a Stanford professor,placebo,answer_changed,68,41,0.6029411764705882,0.27941176470588236,0.07352941176470588,0.0
qwen3-8b-think,logiqa2,a fortune cookie,flip,uptake,68,27,0.39705882352941174,0.5882352941176471,0.25,0.0
qwen3-8b-think,logiqa2,a fortune cookie,neg_other,answer_changed,94,77,0.8191489361702128,0.14893617021276595,0.22340425531914893,0.11688311688311688
qwen3-8b-think,logiqa2,a fortune cookie,neg_own,answer_changed,94,72,0.7659574468085106,0.19148936170212766,0.19148936170212766,0.125
qwen3-8b-think,logiqa2,a fortune cookie,placebo,answer_changed,68,41,0.6029411764705882,0.3088235294117647,0.17647058823529413,0.024390243902439025
qwen3-8b-think,logiqa2,a stranger on the bus,flip,uptake,68,34,0.5,0.4264705882352941,0.10294117647058823,0.0
qwen3-8b-think,logiqa2,a stranger on the bus,neg_other,answer_changed,94,77,0.8191489361702128,0.1595744680851064,0.23404255319148937,0.11688311688311688
qwen3-8b-think,logiqa2,a stranger on the bus,neg_own,answer_changed,94,77,0.8191489361702128,0.10638297872340426,0.18085106382978725,0.1038961038961039
qwen3-8b-think,logiqa2,a stranger on the bus,placebo,answer_changed,68,42,0.6176470588235294,0.27941176470588236,0.17647058823529413,0.023809523809523808
qwen3-8b-think,logiqa2,my best friend,flip,uptake,68,24,0.35294117647058826,0.5735294117647058,0.1323529411764706,0.0
qwen3-8b-think,logiqa2,my best friend,neg_other,answer_changed,94,75,0.7978723404255319,0.1595744680851064,0.23404255319148937,0.10666666666666667
qwen3-8b-think,logiqa2,my best friend,neg_own,answer_changed,94,74,0.7872340425531915,0.18085106382978725,0.1595744680851064,0.10810810810810811
qwen3-8b-think,logiqa2,my best friend,placebo,answer_changed,68,41,0.6029411764705882,0.3235294117647059,0.25,0.0
qwen3-8b-think,logiqa2,my dog,flip,uptake,68,31,0.45588235294117646,0.4852941176470588,0.17647058823529413,0.0
qwen3-8b-think,logiqa2,my dog,neg_other,answer_changed,94,75,0.7978723404255319,0.1595744680851064,0.26595744680851063,0.10666666666666667
qwen3-8b-think,logiqa2,my dog,neg_own,answer_changed,94,78,0.8297872340425532,0.1276595744680851,0.20212765957446807,0.1282051282051282
qwen3-8b-think,logiqa2,my dog,placebo,answer_changed,68,44,0.6470588235294118,0.22058823529411764,0.14705882352941177,0.0
qwen3-8b-think,logiqa2,my horoscope,flip,uptake,68,30,0.4411764705882353,0.5147058823529411,0.17647058823529413,0.0
qwen3-8b-think,logiqa2,my horoscope,neg_other,answer_changed,94,75,0.7978723404255319,0.1595744680851064,0.18085106382978725,0.05333333333333334
qwen3-8b-think,logiqa2,my horoscope,neg_own,answer_changed,94,76,0.8085106382978723,0.13829787234042554,0.2127659574468085,0.17105263157894737
qwen3-8b-think,logiqa2,my horoscope,placebo,answer_changed,68,43,0.6323529411764706,0.3088235294117647,0.14705882352941177,0.0
qwen3-8b-think,logiqa2,my mom,flip,uptake,68,26,0.38235294117647056,0.5588235294117647,0.10294117647058823,0.0
qwen3-8b-think,logiqa2,my mom,neg_other,answer_changed,94,75,0.7978723404255319,0.1595744680851064,0.22340425531914893,0.08
qwen3-8b-think,logiqa2,my mom,neg_own,answer_changed,94,74,0.7872340425531915,0.19148936170212766,0.18085106382978725,0.0945945945945946
qwen3-8b-think,logiqa2,my mom,placebo,answer_changed,68,40,0.5882352941176471,0.29411764705882354,0.17647058823529413,0.0
qwen3-8b-think,logiqa2,my professor,flip,uptake,68,19,0.27941176470588236,0.6911764705882353,0.3088235294117647,0.05263157894736842
qwen3-8b-think,logiqa2,my professor,neg_other,answer_changed,94,76,0.8085106382978723,0.1595744680851064,0.2127659574468085,0.07894736842105263
qwen3-8b-think,logiqa2,my professor,neg_own,answer_changed,94,69,0.7340425531914894,0.22340425531914893,0.35106382978723405,0.2463768115942029
qwen3-8b-think,logiqa2,my professor,placebo,answer_changed,68,41,0.6029411764705882,0.27941176470588236,0.17647058823529413,0.0
qwen3-8b-think,logiqa2,my rock,flip,uptake,68,26,0.38235294117647056,0.5588235294117647,0.22058823529411764,0.0
qwen3-8b-think,logiqa2,my rock,neg_other,answer_changed,94,77,0.8191489361702128,0.13829787234042554,0.1702127659574468,0.09090909090909091
qwen3-8b-think,logiqa2,my rock,neg_own,answer_changed,94,75,0.7978723404255319,0.14893617021276595,0.19148936170212766,0.10666666666666667
qwen3-8b-think,logiqa2,my rock,placebo,answer_changed,68,44,0.6470588235294118,0.19117647058823528,0.17647058823529413,0.022727272727272728
qwen3-8b-think,medqa,a Stanford professor,flip,uptake,75,19,0.25333333333333335,0.7066666666666667,0.38666666666666666,0.05263157894736842
qwen3-8b-think,medqa,a Stanford professor,neg_other,answer_changed,96,82,0.8541666666666666,0.10416666666666667,0.13541666666666666,0.04878048780487805
qwen3-8b-think,medqa,a Stanford professor,neg_own,answer_changed,96,69,0.71875,0.2708333333333333,0.3958333333333333,0.2898550724637681
qwen3-8b-think,medqa,a Stanford professor,placebo,answer_changed,75,43,0.5733333333333334,0.26666666666666666,0.14666666666666667,0.0
qwen3-8b-think,medqa,a fortune cookie,flip,uptake,75,22,0.29333333333333333,0.6533333333333333,0.30666666666666664,0.0
qwen3-8b-think,medqa,a fortune cookie,neg_other,answer_changed,96,83,0.8645833333333334,0.08333333333333333,0.125,0.04819277108433735
qwen3-8b-think,medqa,a fortune cookie,neg_own,answer_changed,96,70,0.7291666666666666,0.22916666666666666,0.4583333333333333,0.4142857142857143
qwen3-8b-think,medqa,a fortune cookie,placebo,answer_changed,75,40,0.5333333333333333,0.32,0.14666666666666667,0.0
qwen3-8b-think,medqa,a stranger on the bus,flip,uptake,75,31,0.41333333333333333,0.56,0.14666666666666667,0.0
qwen3-8b-think,medqa,a stranger on the bus,neg_other,answer_changed,96,80,0.8333333333333334,0.11458333333333333,0.125,0.0625
qwen3-8b-think,medqa,a stranger on the bus,neg_own,answer_changed,96,79,0.8229166666666666,0.13541666666666666,0.1875,0.12658227848101267
qwen3-8b-think,medqa,a stranger on the bus,placebo,answer_changed,75,45,0.6,0.30666666666666664,0.17333333333333334,0.0
qwen3-8b-think,medqa,my best friend,flip,uptake,75,31,0.41333333333333333,0.5333333333333333,0.10666666666666667,0.0
qwen3-8b-think,medqa,my best friend,neg_other,answer_changed,96,85,0.8854166666666666,0.07291666666666667,0.17708333333333334,0.10588235294117647
qwen3-8b-think,medqa,my best friend,neg_own,answer_changed,96,82,0.8541666666666666,0.11458333333333333,0.125,0.06097560975609756
qwen3-8b-think,medqa,my best friend,placebo,answer_changed,75,44,0.5866666666666667,0.32,0.22666666666666666,0.0
qwen3-8b-think,medqa,my dog,flip,uptake,75,33,0.44,0.52,0.18666666666666668,0.0
qwen3-8b-think,medqa,my dog,neg_other,answer_changed,96,82,0.8541666666666666,0.10416666666666667,0.14583333333333334,0.07317073170731707
qwen3-8b-think,medqa,my dog,neg_own,answer_changed,96,78,0.8125,0.13541666666666666,0.1875,0.10256410256410256
qwen3-8b-think,medqa,my dog,placebo,answer_changed,75,43,0.5733333333333334,0.32,0.17333333333333334,0.0
qwen3-8b-think,medqa,my horoscope,flip,uptake,75,27,0.36,0.6,0.14666666666666667,0.0
qwen3-8b-think,medqa,my horoscope,neg_other,answer_changed,96,83,0.8645833333333334,0.09375,0.14583333333333334,0.07228915662650602
qwen3-8b-think,medqa,my horoscope,neg_own,answer_changed,96,81,0.84375,0.13541666666666666,0.28125,0.2222222222222222
qwen3-8b-think,medqa,my horoscope,placebo,answer_changed,75,45,0.6,0.29333333333333333,0.2,0.0
qwen3-8b-think,medqa,my mom,flip,uptake,75,26,0.3466666666666667,0.6133333333333333,0.17333333333333334,0.0
qwen3-8b-think,medqa,my mom,neg_other,answer_changed,96,88,0.9166666666666666,0.041666666666666664,0.125,0.09090909090909091
qwen3-8b-think,medqa,my mom,neg_own,answer_changed,96,80,0.8333333333333334,0.11458333333333333,0.23958333333333334,0.15
qwen3-8b-think,medqa,my mom,placebo,answer_changed,75,44,0.5866666666666667,0.29333333333333333,0.2,0.0
qwen3-8b-think,medqa,my professor,flip,uptake,75,16,0.21333333333333335,0.76,0.32,0.0625
qwen3-8b-think,medqa,my professor,neg_other,answer_changed,96,87,0.90625,0.041666666666666664,0.14583333333333334,0.06896551724137931
qwen3-8b-think,medqa,my professor,neg_own,answer_changed,96,69,0.71875,0.23958333333333334,0.4270833333333333,0.391304347826087
qwen3-8b-think,medqa,my professor,placebo,answer_changed,75,44,0.5866666666666667,0.28,0.10666666666666667,0.0
qwen3-8b-think,medqa,my rock,flip,uptake,75,28,0.37333333333333335,0.6133333333333333,0.25333333333333335,0.0
qwen3-8b-think,medqa,my rock,neg_other,answer_changed,96,82,0.8541666666666666,0.11458333333333333,0.14583333333333334,0.07317073170731707
qwen3-8b-think,medqa,my rock,neg_own,answer_changed,96,82,0.8541666666666666,0.125,0.21875,0.13414634146341464
qwen3-8b-think,medqa,my rock,placebo,answer_changed,75,42,0.56,0.32,0.17333333333333334,0.0
qwen3-8b-think,mmlu,a Stanford professor,flip,uptake,97,73,0.7525773195876289,0.24742268041237114,0.12371134020618557,0.0136986301369863
qwen3-8b-think,mmlu,a Stanford professor,neg_other,answer_changed,97,89,0.9175257731958762,0.061855670103092786,0.05154639175257732,0.011235955056179775
qwen3-8b-think,mmlu,a Stanford professor,neg_own,answer_changed,97,52,0.5360824742268041,0.44329896907216493,0.17525773195876287,0.019230769230769232
qwen3-8b-think,mmlu,a Stanford professor,placebo,answer_changed,97,89,0.9175257731958762,0.061855670103092786,0.041237113402061855,0.0
qwen3-8b-think,mmlu,a fortune cookie,flip,uptake,97,75,0.7731958762886598,0.21649484536082475,0.061855670103092786,0.013333333333333334
qwen3-8b-think,mmlu,a fortune cookie,neg_other,answer_changed,97,88,0.9072164948453608,0.08247422680412371,0.05154639175257732,0.022727272727272728
qwen3-8b-think,mmlu,a fortune cookie,neg_own,answer_changed,97,66,0.6804123711340206,0.29896907216494845,0.10309278350515463,0.015151515151515152
qwen3-8b-think,mmlu,a fortune cookie,placebo,answer_changed,97,93,0.9587628865979382,0.020618556701030927,0.020618556701030927,0.010752688172043012
qwen3-8b-think,mmlu,a stranger on the bus,flip,uptake,97,83,0.8556701030927835,0.13402061855670103,0.020618556701030927,0.0
qwen3-8b-think,mmlu,a stranger on the bus,neg_other,answer_changed,97,86,0.8865979381443299,0.1134020618556701,0.08247422680412371,0.011627906976744186
qwen3-8b-think,mmlu,a stranger on the bus,neg_own,answer_changed,97,82,0.845360824742268,0.13402061855670103,0.08247422680412371,0.024390243902439025
qwen3-8b-think,mmlu,a stranger on the bus,placebo,answer_changed,97,91,0.9381443298969072,0.05154639175257732,0.041237113402061855,0.02197802197802198
qwen3-8b-think,mmlu,my best friend,flip,uptake,97,82,0.845360824742268,0.14432989690721648,0.05154639175257732,0.0
qwen3-8b-think,mmlu,my best friend,neg_other,answer_changed,97,86,0.8865979381443299,0.09278350515463918,0.09278350515463918,0.011627906976744186
qwen3-8b-think,mmlu,my best friend,neg_own,answer_changed,97,84,0.865979381443299,0.12371134020618557,0.07216494845360824,0.011904761904761904
qwen3-8b-think,mmlu,my best friend,placebo,answer_changed,97,91,0.9381443298969072,0.041237113402061855,0.041237113402061855,0.01098901098901099
qwen3-8b-think,mmlu,my dog,flip,uptake,97,79,0.8144329896907216,0.17525773195876287,0.020618556701030927,0.0
qwen3-8b-think,mmlu,my dog,neg_other,answer_changed,97,89,0.9175257731958762,0.061855670103092786,0.061855670103092786,0.011235955056179775
qwen3-8b-think,mmlu,my dog,neg_own,answer_changed,97,83,0.8556701030927835,0.12371134020618557,0.061855670103092786,0.012048192771084338
qwen3-8b-think,mmlu,my dog,placebo,answer_changed,97,93,0.9587628865979382,0.020618556701030927,0.020618556701030927,0.010752688172043012
qwen3-8b-think,mmlu,my horoscope,flip,uptake,97,84,0.865979381443299,0.1134020618556701,0.030927835051546393,0.0
qwen3-8b-think,mmlu,my horoscope,neg_other,answer_changed,97,85,0.8762886597938144,0.1134020618556701,0.07216494845360824,0.011764705882352941
qwen3-8b-think,mmlu,my horoscope,neg_own,answer_changed,97,79,0.8144329896907216,0.16494845360824742,0.1134020618556701,0.012658227848101266
qwen3-8b-think,mmlu,my horoscope,placebo,answer_changed,97,89,0.9175257731958762,0.05154639175257732,0.05154639175257732,0.011235955056179775
qwen3-8b-think,mmlu,my mom,flip,uptake,97,77,0.7938144329896907,0.1958762886597938,0.07216494845360824,0.012987012987012988
qwen3-8b-think,mmlu,my mom,neg_other,answer_changed,97,85,0.8762886597938144,0.1134020618556701,0.09278350515463918,0.011764705882352941
qwen3-8b-think,mmlu,my mom,neg_own,answer_changed,97,79,0.8144329896907216,0.17525773195876287,0.09278350515463918,0.012658227848101266
qwen3-8b-think,mmlu,my mom,placebo,answer_changed,97,92,0.9484536082474226,0.030927835051546393,0.030927835051546393,0.010869565217391304
qwen3-8b-think,mmlu,my professor,flip,uptake,97,64,0.6597938144329897,0.3402061855670103,0.12371134020618557,0.015625
qwen3-8b-think,mmlu,my professor,neg_other,answer_changed,97,88,0.9072164948453608,0.08247422680412371,0.10309278350515463,0.022727272727272728
qwen3-8b-think,mmlu,my professor,neg_own,answer_changed,97,55,0.5670103092783505,0.422680412371134,0.25773195876288657,0.01818181818181818
qwen3-8b-think,mmlu,my professor,placebo,answer_changed,97,91,0.9381443298969072,0.041237113402061855,0.041237113402061855,0.01098901098901099
qwen3-8b-think,mmlu,my rock,flip,uptake,97,77,0.7938144329896907,0.18556701030927836,0.05154639175257732,0.0
qwen3-8b-think,mmlu,my rock,neg_other,answer_changed,97,88,0.9072164948453608,0.07216494845360824,0.05154639175257732,0.011363636363636364
qwen3-8b-think,mmlu,my rock,neg_own,answer_changed,97,81,0.8350515463917526,0.15463917525773196,0.07216494845360824,0.012345679012345678
qwen3-8b-think,mmlu,my rock,placebo,answer_changed,97,92,0.9484536082474226,0.020618556701030927,0.030927835051546393,0.010869565217391304
r1-distill-qwen-7b,agieval,a Stanford professor,flip,uptake,39,3,0.07692307692307693,0.9230769230769231,0.05128205128205128,0.0
r1-distill-qwen-7b,agieval,a Stanford professor,neg_other,answer_changed,39,6,0.15384615384615385,0.7692307692307693,0.717948717948718,0.3333333333333333
r1-distill-qwen-7b,agieval,a Stanford professor,neg_own,answer_changed,39,7,0.1794871794871795,0.7435897435897436,0.717948717948718,0.14285714285714285
r1-distill-qwen-7b,agieval,a Stanford professor,placebo,answer_changed,39,5,0.1282051282051282,0.7948717948717948,0.7435897435897436,0.0
r1-distill-qwen-7b,agieval,a fortune cookie,flip,uptake,39,6,0.15384615384615385,0.8461538461538461,0.02564102564102564,0.0
r1-distill-qwen-7b,agieval,a fortune cookie,neg_other,answer_changed,39,6,0.15384615384615385,0.8205128205128205,0.7692307692307693,0.16666666666666666
r1-distill-qwen-7b,agieval,a fortune cookie,neg_own,answer_changed,39,6,0.15384615384615385,0.8205128205128205,0.7435897435897436,0.3333333333333333
r1-distill-qwen-7b,agieval,a fortune cookie,placebo,answer_changed,39,8,0.20512820512820512,0.7692307692307693,0.6923076923076923,0.25
r1-distill-qwen-7b,agieval,a stranger on the bus,flip,uptake,39,7,0.1794871794871795,0.717948717948718,0.05128205128205128,0.0
r1-distill-qwen-7b,agieval,a stranger on the bus,neg_other,answer_changed,39,8,0.20512820512820512,0.7435897435897436,0.717948717948718,0.25
r1-distill-qwen-7b,agieval,a stranger on the bus,neg_own,answer_changed,39,6,0.15384615384615385,0.7948717948717948,0.6923076923076923,0.16666666666666666
r1-distill-qwen-7b,agieval,a stranger on the bus,placebo,answer_changed,39,4,0.10256410256410256,0.8461538461538461,0.6923076923076923,0.5
r1-distill-qwen-7b,agieval,my best friend,flip,uptake,39,6,0.15384615384615385,0.8205128205128205,0.07692307692307693,0.0
r1-distill-qwen-7b,agieval,my best friend,neg_other,answer_changed,39,7,0.1794871794871795,0.7948717948717948,0.5897435897435898,0.14285714285714285
r1-distill-qwen-7b,agieval,my best friend,neg_own,answer_changed,39,5,0.1282051282051282,0.7948717948717948,0.5384615384615384,0.2
r1-distill-qwen-7b,agieval,my best friend,placebo,answer_changed,39,4,0.10256410256410256,0.8205128205128205,0.6153846153846154,0.25
r1-distill-qwen-7b,agieval,my dog,flip,uptake,39,8,0.20512820512820512,0.7435897435897436,0.02564102564102564,0.0
r1-distill-qwen-7b,agieval,my dog,neg_other,answer_changed,39,6,0.15384615384615385,0.8205128205128205,0.6153846153846154,0.3333333333333333
r1-distill-qwen-7b,agieval,my dog,neg_own,answer_changed,39,9,0.23076923076923078,0.717948717948718,0.6666666666666666,0.1111111111111111
r1-distill-qwen-7b,agieval,my dog,placebo,answer_changed,39,6,0.15384615384615385,0.7948717948717948,0.6153846153846154,0.16666666666666666
r1-distill-qwen-7b,agieval,my horoscope,flip,uptake,39,4,0.10256410256410256,0.8461538461538461,0.1282051282051282,0.0
r1-distill-qwen-7b,agieval,my horoscope,neg_other,answer_changed,39,6,0.15384615384615385,0.7435897435897436,0.7692307692307693,0.3333333333333333
r1-distill-qwen-7b,agieval,my horoscope,neg_own,answer_changed,39,3,0.07692307692307693,0.8717948717948718,0.717948717948718,0.6666666666666666
r1-distill-qwen-7b,agieval,my horoscope,placebo,answer_changed,39,6,0.15384615384615385,0.7692307692307693,0.5128205128205128,0.3333333333333333
r1-distill-qwen-7b,agieval,my mom,flip,uptake,39,6,0.15384615384615385,0.7948717948717948,0.15384615384615385,0.0
r1-distill-qwen-7b,agieval,my mom,neg_other,answer_changed,39,5,0.1282051282051282,0.8461538461538461,0.5897435897435898,0.2
r1-distill-qwen-7b,agieval,my mom,neg_own,answer_changed,39,6,0.15384615384615385,0.8205128205128205,0.5897435897435898,0.3333333333333333
r1-distill-qwen-7b,agieval,my mom,placebo,answer_changed,39,5,0.1282051282051282,0.8717948717948718,0.5897435897435898,0.0
r1-distill-qwen-7b,agieval,my professor,flip,uptake,39,5,0.1282051282051282,0.8717948717948718,0.1794871794871795,0.0
r1-distill-qwen-7b,agieval,my professor,neg_other,answer_changed,39,7,0.1794871794871795,0.7692307692307693,0.6923076923076923,0.2857142857142857
r1-distill-qwen-7b,agieval,my professor,neg_own,answer_changed,39,2,0.05128205128205128,0.9230769230769231,0.6410256410256411,0.0
r1-distill-qwen-7b,agieval,my professor,placebo,answer_changed,39,7,0.1794871794871795,0.7948717948717948,0.5384615384615384,0.14285714285714285
r1-distill-qwen-7b,agieval,my rock,flip,uptake,39,5,0.1282051282051282,0.7692307692307693,0.10256410256410256,0.0
r1-distill-qwen-7b,agieval,my rock,neg_other,answer_changed,39,7,0.1794871794871795,0.7435897435897436,0.6923076923076923,0.2857142857142857
r1-distill-qwen-7b,agieval,my rock,neg_own,answer_changed,39,4,0.10256410256410256,0.8974358974358975,0.6410256410256411,0.5
r1-distill-qwen-7b,agieval,my rock,placebo,answer_changed,39,7,0.1794871794871795,0.7948717948717948,0.5384615384615384,0.14285714285714285
r1-distill-qwen-7b,logiqa2,a Stanford professor,flip,uptake,76,52,0.6842105263157895,0.2894736842105263,0.10526315789473684,0.057692307692307696
r1-distill-qwen-7b,logiqa2,a Stanford professor,neg_other,answer_changed,76,53,0.6973684210526315,0.2894736842105263,0.4342105263157895,0.22641509433962265
r1-distill-qwen-7b,logiqa2,a Stanford professor,neg_own,answer_changed,76,48,0.631578947368421,0.34210526315789475,0.5263157894736842,0.3541666666666667
r1-distill-qwen-7b,logiqa2,a Stanford professor,placebo,answer_changed,76,44,0.5789473684210527,0.39473684210526316,0.35526315789473684,0.11363636363636363
r1-distill-qwen-7b,logiqa2,a fortune cookie,flip,uptake,76,51,0.6710526315789473,0.2894736842105263,0.09210526315789473,0.0784313725490196
r1-distill-qwen-7b,logiqa2,a fortune cookie,neg_other,answer_changed,76,49,0.6447368421052632,0.2631578947368421,0.42105263157894735,0.20408163265306123
r1-distill-qwen-7b,logiqa2,a fortune cookie,neg_own,answer_changed,76,50,0.6578947368421053,0.2894736842105263,0.4342105263157895,0.22
r1-distill-qwen-7b,logiqa2,a fortune cookie,placebo,answer_changed,76,53,0.6973684210526315,0.25,0.3684210526315789,0.16981132075471697
r1-distill-qwen-7b,logiqa2,a stranger on the bus,flip,uptake,76,49,0.6447368421052632,0.34210526315789475,0.09210526315789473,0.08163265306122448
r1-distill-qwen-7b,logiqa2,a stranger on the bus,neg_other,answer_changed,76,51,0.6710526315789473,0.3026315789473684,0.40789473684210525,0.21568627450980393
r1-distill-qwen-7b,logiqa2,a stranger on the bus,neg_own,answer_changed,76,46,0.6052631578947368,0.34210526315789475,0.39473684210526316,0.21739130434782608
r1-distill-qwen-7b,logiqa2,a stranger on the bus,placebo,answer_changed,76,46,0.6052631578947368,0.3684210526315789,0.3157894736842105,0.10869565217391304
r1-distill-qwen-7b,logiqa2,my best friend,flip,uptake,76,52,0.6842105263157895,0.27631578947368424,0.11842105263157894,0.057692307692307696
r1-distill-qwen-7b,logiqa2,my best friend,neg_other,answer_changed,76,53,0.6973684210526315,0.27631578947368424,0.39473684210526316,0.18867924528301888
r1-distill-qwen-7b,logiqa2,my best friend,neg_own,answer_changed,76,53,0.6973684210526315,0.2894736842105263,0.34210526315789475,0.16981132075471697
r1-distill-qwen-7b,logiqa2,my best friend,placebo,answer_changed,76,53,0.6973684210526315,0.2631578947368421,0.27631578947368424,0.09433962264150944
r1-distill-qwen-7b,logiqa2,my dog,flip,uptake,76,47,0.618421052631579,0.34210526315789475,0.06578947368421052,0.06382978723404255
r1-distill-qwen-7b,logiqa2,my dog,neg_other,answer_changed,76,53,0.6973684210526315,0.27631578947368424,0.42105263157894735,0.24528301886792453
r1-distill-qwen-7b,logiqa2,my dog,neg_own,answer_changed,76,49,0.6447368421052632,0.3157894736842105,0.4342105263157895,0.22448979591836735
r1-distill-qwen-7b,logiqa2,my dog,placebo,answer_changed,76,52,0.6842105263157895,0.27631578947368424,0.34210526315789475,0.15384615384615385
r1-distill-qwen-7b,logiqa2,my horoscope,flip,uptake,76,49,0.6447368421052632,0.32894736842105265,0.14473684210526316,0.10204081632653061
r1-distill-qwen-7b,logiqa2,my horoscope,neg_other,answer_changed,76,52,0.6842105263157895,0.2631578947368421,0.42105263157894735,0.19230769230769232
r1-distill-qwen-7b,logiqa2,my horoscope,neg_own,answer_changed,76,51,0.6710526315789473,0.27631578947368424,0.3815789473684211,0.19607843137254902
r1-distill-qwen-7b,logiqa2,my horoscope,placebo,answer_changed,76,53,0.6973684210526315,0.2631578947368421,0.2236842105263158,0.07547169811320754
r1-distill-qwen-7b,logiqa2,my mom,flip,uptake,76,49,0.6447368421052632,0.32894736842105265,0.13157894736842105,0.10204081632653061
r1-distill-qwen-7b,logiqa2,my mom,neg_other,answer_changed,76,51,0.6710526315789473,0.27631578947368424,0.4473684210526316,0.23529411764705882
r1-distill-qwen-7b,logiqa2,my mom,neg_own,answer_changed,76,45,0.5921052631578947,0.3684210526315789,0.40789473684210525,0.17777777777777778
r1-distill-qwen-7b,logiqa2,my mom,placebo,answer_changed,76,53,0.6973684210526315,0.2631578947368421,0.35526315789473684,0.18867924528301888
r1-distill-qwen-7b,logiqa2,my professor,flip,uptake,76,42,0.5526315789473685,0.40789473684210525,0.21052631578947367,0.16666666666666666
r1-distill-qwen-7b,logiqa2,my professor,neg_other,answer_changed,76,45,0.5921052631578947,0.34210526315789475,0.5263157894736842,0.3111111111111111
r1-distill-qwen-7b,logiqa2,my professor,neg_own,answer_changed,76,47,0.618421052631579,0.34210526315789475,0.4868421052631579,0.3617021276595745
r1-distill-qwen-7b,logiqa2,my professor,placebo,answer_changed,76,57,0.75,0.21052631578947367,0.2236842105263158,0.07017543859649122
r1-distill-qwen-7b,logiqa2,my rock,flip,uptake,76,50,0.6578947368421053,0.32894736842105265,0.06578947368421052,0.02
r1-distill-qwen-7b,logiqa2,my rock,neg_other,answer_changed,76,43,0.5657894736842105,0.40789473684210525,0.5131578947368421,0.16279069767441862
r1-distill-qwen-7b,logiqa2,my rock,neg_own,answer_changed,76,50,0.6578947368421053,0.27631578947368424,0.39473684210526316,0.2
